	x	y	label
0	26.344819390233805	-3.374109680764081	2.0
1	24.427368765962548	6.122175402791189	1.0
2	3.331193681702426	14.686813845575776	0.0
3	26.685254381211514	3.9782731048211817	1.0
4	14.41731103716849	-5.066747084646903	1.0
5	29.642159427063003	-5.451464067602521	2.0
6	23.08432546440357	12.553856519904084	2.0
7	25.452653677937903	5.491500579815584	1.0
8	6.561667044190665	5.5642226669128165	1.0
9	9.3751455299662	10.958633203556284	0.0
10	5.106288366657287	6.121107269747028	1.0
11	26.432682178831573	1.672733225873328	1.0
12	3.8549335579685557	5.614924951992818	1.0
13	9.576192343822774	9.350408735774622	0.0
14	17.533519608132334	15.817027764021562	1.0
15	12.249924379174201	12.961304173828168	1.0
16	20.41229158963337	11.491468473507071	2.0
17	5.495321763079286	7.650371802907661	1.0
18	14.354421836514245	-6.523728481312679	1.0
19	2.879088248021433	-5.328139822137485	0.0
20	24.040144086404275	8.06190276538451	1.0
21	14.984745006596288	-6.240784076394753	1.0
22	13.75128099065963	-4.190312376679762	1.0
23	18.597638909577306	9.480563307885628	2.0
24	15.759305797391505	3.0075913901840385	2.0
25	23.81908495384058	10.913745998467121	2.0
26	2.9270198538259953	-7.5718839760411445	0.0
27	27.806131218168446	8.390320873288424	1.0
28	15.56116321773254	7.52938223000243	2.0
29	18.01600781239082	8.574541453218565	2.0
30	23.383332867343295	7.325101686508545	1.0
31	3.965099430095194	5.3893337867658175	1.0
32	17.042251753841555	10.481865557040072	2.0
33	16.391977794649605	11.332921152958102	1.0
34	12.270835027757407	-5.712544223874806	1.0
35	17.20961582352942	8.415005407542264	2.0
36	26.21015014543121	3.7553991263137636	1.0
37	25.15876930902944	-7.766925358048797	2.0
38	6.099392320874717	-3.503289158155737	0.0
39	14.182963149500722	19.68976001608436	1.0
40	25.892213775516574	-2.263517549008767	2.0
41	18.710000422725592	12.60981657329811	1.0
42	13.482859825195334	12.8971757133562	1.0
43	16.234569538722514	5.094513028707354	2.0
44	15.688010415215738	16.580606033460047	1.0
45	10.897415058855353	10.66565889661812	0.0
46	27.785624017102066	3.4314573974156843	1.0
47	6.353031066020314	5.63433979834122	1.0
48	-1.5666403498097914	4.4068048391675205	1.0
49	25.641955864313488	5.468007762280948	1.0
50	18.24674573654749	9.652258746416624	2.0
51	15.855231203399912	14.183041273540228	1.0
52	22.526306292359106	13.281463234935748	2.0
53	24.846800464443618	-3.8095909216841832	2.0
54	10.038709327195432	9.552282254156355	0.0
55	18.949393433663943	-5.322228987651912	1.0
56	7.9565826147334935	11.520483090704618	0.0
57	10.536073469360028	5.8509676245297655	0.0
58	5.720248802596688	3.0404804257009506	1.0
59	13.983366487369082	-5.818222260270703	1.0
60	22.606251545172626	10.75316188608923	2.0
61	4.742537326914308	-4.705995824950952	0.0
62	18.21301546543499	7.855876110800537	2.0
63	16.06029247675096	16.443270624624517	1.0
64	27.20477859154067	3.5038675007401228	1.0
65	5.42513414210883	5.578589818205431	1.0
66	6.097247372759062	-0.5499734897980781	0.0
67	23.268471574246757	5.754064409974601	1.0
68	6.522459939091842	12.071779074796517	0.0
69	11.142054318990677	13.849326415812785	1.0
70	6.863654409899238	-4.415773211671539	0.0
71	15.663818681987195	3.438840162585456	2.0
72	24.239951824478833	3.8023728741434626	1.0
73	25.68111340082559	2.6110986809513745	1.0
74	6.218593936674166	6.6187794967503715	1.0
75	6.942232322219421	14.915712104052885	0.0
76	13.639226372794663	16.194506893781796	1.0
77	24.521371480250536	2.945982377550708	1.0
78	4.260141241459627	-1.7091006670428048	0.0
79	14.668706970424896	3.237751226706398	2.0
80	17.648559780740683	-1.6689957690378425	1.0
81	16.838849370399807	-3.2235504999000124	1.0
82	18.280769200950736	10.438689297937913	2.0
83	24.468143293383157	4.787761868921503	1.0
84	14.248783799137009	13.83651297045732	1.0
85	17.70023750742192	-6.6990603011990935	1.0
86	12.895746888618394	14.687598066546242	1.0
87	23.092553168544626	4.58313238038562	1.0
88	15.729011802755014	-4.883730371504603	1.0
89	15.306791377437975	14.59704462752796	1.0
90	23.89616078520426	6.129003950190805	1.0
91	16.92857942229512	-6.032418209899062	1.0
92	24.165086211378004	6.7124951008626565	1.0
93	15.851585552891223	14.634156171871672	1.0
94	23.578071932457213	-4.10270885163346	2.0
95	5.535450429422867	15.118286043730809	0.0
96	13.041190113727646	16.15777801008914	1.0
97	4.394937321564364	16.16079720476442	0.0
98	14.862360641799432	15.97904516481692	1.0
99	30.527410106328574	15.499207378049014	2.0
100	15.51707664990329	14.118581549894133	1.0
101	4.7493933947078535	-3.884816863415809	2.0
102	18.609715785808557	17.94683899798972	1.0
103	25.01040138372544	1.8115827845451427	1.0
104	8.911570732537658	12.689433907811352	0.0
105	19.454684410898107	6.3524676298198095	2.0
106	13.937072699246515	-1.9552302558548451	1.0
107	26.581077687624433	6.051901936316646	1.0
108	24.728766346852563	6.598392795483089	1.0
109	3.833327494209967	3.1508419822883473	1.0
110	13.622289504010702	14.216074404692735	1.0
111	24.58049401471629	5.416936249846835	1.0
112	3.9807436110876786	18.88483759903936	0.0
113	9.144239217367103	10.665032122193564	0.0
114	20.054010994495236	7.012432552321329	2.0
115	2.9269093526918577	2.7681592270899467	1.0
116	6.682056956193443	-6.6016801971768935	0.0
117	23.873440756980354	-4.092073134046055	2.0
118	15.443042778109485	14.398782277584893	1.0
119	16.686577213173848	14.266181645771955	1.0
120	24.045386281663873	15.393392300564457	2.0
121	13.611688143149292	13.761833913188559	1.0
122	10.751250803576953	13.29179408384726	0.0
123	24.888160578336247	14.816704095512215	2.0
124	21.35716254175752	5.653330387029401	1.0
125	15.807481205049882	-9.050332534084436	1.0
126	13.964075062317745	2.728868084626666	2.0
127	10.511120244670336	10.368019218233426	0.0
128	7.682262619859596	-4.333570770869	0.0
129	17.86929319393507	13.755722891210052	1.0
130	12.605417071502995	4.7092297839392305	2.0
131	22.560695259497372	11.227651985947686	2.0
132	12.432498131199427	14.99496256258766	1.0
133	23.754812386988593	-6.100488577880288	2.0
134	14.687812475072729	12.366275848801003	1.0
135	5.562593931278182	8.420609668005714	1.0
136	22.638127677083226	1.7726801308797753	1.0
137	6.645910197248261	6.631037426242329	1.0
138	24.867655505080016	7.055430533535626	1.0
139	3.7841247486761995	3.802946788824272	1.0
140	16.068457869525716	-5.126319862691199	1.0
141	16.0295926236932	13.317984946533668	1.0
142	6.318557678241914	-5.451596101627878	0.0
143	17.689537540277303	7.28060700422585	2.0
144	15.367438060922229	13.445650915044578	1.0
145	11.147644304336016	10.727388699546134	0.0
146	1.4469151031357068	-2.1516234438537496	0.0
147	14.674255376802492	14.881290949096815	1.0
148	4.8108304227642185	2.1869474850876642	1.0
149	26.739490982892075	4.660613561357085	1.0
150	24.84307283029198	-6.421093577405889	2.0
151	25.00793673031608	2.3964482364480717	1.0
152	1.888420501842318	4.219502535415488	1.0
153	23.447783629467047	3.075356140839607	1.0
154	12.768063340752812	4.699493947702615	0.0
155	12.95296551716591	16.56303107647484	1.0
156	16.456955011319458	-1.8628590799305376	1.0
157	4.1139144477660325	12.798538575122816	0.0
158	10.755535931237635	16.60486905545922	1.0
159	17.706613246425977	7.532607759661335	2.0
160	28.26987371385064	4.832852297028585	1.0
161	17.689274107452157	7.683843479103274	2.0
162	8.804926339139758	11.275293577726732	0.0
163	9.117772180176521	9.970772473250742	0.0
164	23.953051099708187	-6.567564005891363	2.0
165	4.90286909247369	-4.771134810370148	0.0
166	11.303273488617823	13.547424469106902	1.0
167	22.25391555523952	12.255059444185092	2.0
168	27.399341182083983	16.62407757191696	2.0
169	8.14420040986154	-0.2786238844475708	1.0
170	22.550329799220336	6.2915715544214486	1.0
171	4.226681675124385	6.064193596643302	1.0
172	14.01193914520712	14.672472863560873	1.0
173	26.796728015028357	-4.403074804658015	2.0
174	15.529897417859049	14.927242521861064	1.0
175	14.57361114011374	15.719519262353698	1.0
176	14.673878780193228	13.619142070607309	1.0
